Region,Destination Country,lat,lon
"69100, RODOPI GREECE, ΚΟΜΟΤΗΝΗ",Greece,41.1171079,25.4054806
"65302, KAVALA GREECE, ΚΑΒΑΛΑ",Greece,40.9378602,24.4109607
"57013, THESSALONIKI, ΩΡΑΙΟΚΑΣΤΡΟ",Greece,40.721797,22.9157375
"41336, LARISSA, ΛΑΡΙΣΑ",Greece,39.6451016,22.432034
"32131, BOEOTIA, ΛΕΒΑΔΕΙΑ",Greece,38.4333171,22.8859823
"34500, EVOIA, ΑΛΙΒΕΡΙ",Greece,38.4305737,24.0291256
"71304, HERAKLION CRETE, ΗΡΑΚΛΕΙΟ",Greece,35.3418789,25.1316096
"58300, PELLA GREECE, ΚΡΥΑ ΒΡΥΣΗ",Greece,40.3886474,22.7005217
"34008, EVOIA, ΕΡΕΤΡΙΑ",Greece,38.3983774,23.7906438
"38333, VOLOS, ΒΟΛΟΣ",Greece,39.3670876,22.9450008
"54642, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"19600, ATTIKI, ΜΑΝΔΡΑ",Greece,38.0775385,23.4867406
"14231, ATTIKI, ΝΕΑ ΙΩΝΙΑ",Greece,38.0409685,23.7504363
"58100, PELLA GREECE, ΓΙΑΝΝΙΤΣΑ",Greece,40.80243,22.3912162
"66100, DRAMA, ΔΡΑΜΑ",Greece,41.1489201,24.1439603
"81400, LESVOS, ΜΥΡΙΝΑ",Greece,39.8873159,25.0987935
"57200, THESSALONIKI, ΛΑΓΚΑΔΑΣ",Greece,40.7499952,23.0667613
"56429, THESSALONIKI, ΠΟΛΙΧΝΗ - ΕΥΚΑΡΠΙΑ",Greece,40.6936323,22.954289
"49100, CORFU, ΚΕΡΚΥΡΑ",Greece,39.6161242,19.9118361
"84400, CYCLADES, ΠΑΡΟΣ",Greece,37.08333,25.15
"52200, KASTORIA, ΑΡΓΟΣ ΟΡΕΣΤΙΚΟ",Greece,40.4271064,21.2244772
"54636, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6312788,22.9652338
"57011, THESSALONIKI, ΓΕΦΥΡΑ ΘΕΣ/ΝΙΚΗΣ",Greece,40.7392058,22.7102302
"53100, FLORINA, ΦΛΩΡΙΝΑ",Greece,40.7793038,21.4057362
"60063, PIERIA GREECE, ΛΕΠΤΟΚΑΡΥΑ",Greece,40.0501324,22.5694377
"15343, ATTIKI, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ",Greece,38.0149019,23.8273516
"12244, ATTIKI, ΑΙΓΑΛΕΩ",Greece,37.9917897,23.6732571
"10444, ATTIKI, ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ",Greece,37.9918423,23.7014918
"29100, ZAKYNTHOS, ΖΑΚΥΝΘΟΣ",Greece,37.7690985,20.9050676
"13231, ATTIKI, ΠΕΤΡΟΥΠΟΛΗ",Greece,38.0378389,23.6766088
"18344, ATTIKI, ΜΟΣΧΑΤΟ",Greece,37.9469046,23.6794483
"17563, ATTIKI, ΠΑΛΑΙΟ ΦΑΛΗΡΟ",Greece,37.9268395,23.709213
"63100, HALKIDIKI, ΠΟΛΥΓΥΡΟΣ",Greece,40.3713932,23.4573561
"57009, THESSALONIKI, ΚΑΛΟΧΩΡΙ",Greece,40.642437,22.8614544
"63077, HALKIDIKI, ΚΑΣΣΑΝΔΡΕΙΑ",Greece,40.0509416,23.4118188
"63200, HALKIDIKI, ΝΕΑ ΜΟΥΔΑΝΙΑ",Greece,40.2392494,23.2846928
"54249, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"43200, KARDITSA, ΠΑΛΑΜΑΣ",Greece,39.4730217,22.068437
"73005, CHANIA, ΑΛΙΚΙΑΝΟΣ",Greece,35.4539279,23.9103166
"84100, CYCLADES, ΣΥΡΟΣ",Greece,37.448608,24.9026797
"74100, RETHYMNO, ΡΕΘΥΜΝΟ",Greece,35.3692075,24.5012813
"41221, LARISSA, ΛΑΡΙΣΑ",Greece,39.6390402,22.4188196
"28100, KEFALLINIA, ΑΡΓΟΣΤΟΛΙ",Greece,38.1247552,20.5348593
"37400, VOLOS, ΝΕΑ ΑΓΧΙΑΛΟΣ",Greece,39.2756154,22.8129411
"73100, CHANIA, ΧΑΝΙΑ",Greece,35.5112427,24.0076434
"26223, ACHAIA, ΠΑΤΡΑ",Greece,38.2597605,21.7426934
"21100, ARGOLIDAS, ΝΑΥΠΛΙΟ",Greece,37.5681268,22.8059748
"15562, ATTIKI, ΧΟΛΑΡΓΟΣ",Greece,38.0017056,23.803668
"19200, ATTIKI, ΕΛΕΥΣΙΝΑ",Greece,38.0417697,23.5420983
"85400, DODECANESE GREECE, ΛΕΡΟΣ",Greece,37.1384711,26.8590033
"22131, ARKADIAS, ΤΡΙΠΟΛΗ",Greece,37.5109233,22.3726737
"72200, LASITHI, ΙΕΡΑΠΕΤΡΑ",Greece,35.0231954,25.7720245
"46100, THESPROTIA, ΗΓΟΥΜΕΝΙΤΣΑ",Greece,39.5010698,20.2633135
"82132, CHIOS, ΧΙΟΣ",Greece,38.3654112,26.137971
"42100, TRIKALA, ΤΡΙΚΑΛΑ",Greece,39.5570066,21.7515393
"70014, HERAKLION CRETE, ΛΙΜΕΝΑΣ ΧΕΡΣΟΝΗΣΟΥ",Greece,35.315127,25.3936598
"47100, ARTA GREECE, ΑΡΤΑ",Greece,39.1586935,20.9874949
"72053, LASITHI, ΕΛΟΥΝΤΑ",Greece,35.2675842,25.7051445
"73135, CHANIA, ΧΑΝΙΑ",Greece,35.5104785,24.0180757
"40200, LARISSA, ΕΛΑΣΣΟΝΑ",Greece,39.9358328,22.1615558
"22100, ARKADIAS, ΤΡΙΠΟΛΗ",Greece,37.5109233,22.3726737
"83070,?????",Greece,37.7333304,26.83333
"58400, PELLA GREECE, ΑΡΙΔΑΙΑ",Greece,40.9812712,22.0464307
"21300, ARGOLIDAS, ΚΡΑΝΙΔΙ",Greece,37.374947,23.1538332
"62123, SERRES GREECE, ΣΕΡΡΕΣ",Greece,41.0884642,23.548382
"63081, HALKIDIKI, ΝΕΟΣ ΜΑΡΜΑΡΑΣ",Greece,40.0949951,23.7844617
"57100, THESSALONIKI, ΚΟΥΦΑΛΙΑ",Greece,40.7786437,22.5775615
"11853, ATTIKI, ΑΝΩ ΠΕΤΡΑΛΩΝΑ",Greece,37.9695292,23.7111414
"14342, ATTIKI, ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ",Greece,38.0450361,23.7415917
"15344, ATTIKI, ΓΕΡΑΚΑΣ",Greece,38.0138495,23.8581751
"16561, ATTIKI, ΓΛΥΦΑΔΑ",Greece,37.885644,23.7583465
"16343, ATTIKI, ΗΛΙΟΥΠΟΛΗ",Greece,37.9387999,23.7656857
"18454, PIRAEUS, ΝΙΚΑΙΑ",Greece,37.9730182,23.6590403
"15561, ATTIKI, ΧΟΛΑΡΓΟΣ",Greece,38.0005356,23.7935966
"18346, ATTIKI, ΜΟΣΧΑΤΟ",Greece,37.9574926,23.682399
"45444, IOANNINA, ΙΩΑΝΝΙΝΑ",Greece,39.6698876,20.8520253
"41222, LARISSA, ΛΑΡΙΣΑ",Greece,39.6370256,22.4114273
"16232, ATTIKI, ΒΥΡΩΝΑΣ",Greece,37.9579964,23.7525184
"12134, ATTIKI, ΠΕΡΙΣΤΕΡΙ",Greece,38.0133599,23.6932643
"72100, LASITHI, ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ",Greece,35.1921965,25.7130808
"85100, DODECANESE GREECE, ΡΟΔΟΣ",Greece,36.4251436,28.2179587
"14123, ATTIKI, ΗΡΑΚΛΕΙΟ - ATTIKI",Greece,38.0582347,23.7713365
"26441, ACHAIA, ΠΑΤΡΑ",Greece,38.2597605,21.7426934
"18233, PIRAEUS, ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ",Greece,37.9616227,23.6753748
"13561, ATTIKI, ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ",Greece,38.0252455,23.7190045
"13671, ATTIKI, ΑΧΑΡΝΕΣ",Greece,38.0832119,23.7381155
"13121, ATTIKI, ΙΛΙΟΝ",Greece,38.0300422,23.6977716
"31084, LEFKADA, ΝΥΔΡΙ",Greece,38.8112267,20.715432
"24100, KALAMATA, ΚΑΛΑΜΑΤΑ",Greece,37.0358067,22.1117969
"56224, THESSALONIKI, ΕΥΟΣΜΟ",Greece,40.6690246,22.9096088
"72300, LASITHI, ΣΗΤΕΙΑ",Greece,35.2061209,26.104294
"41335, LARISSA, ΛΑΡΙΣΑ",Greece,39.6178969,22.4223179
"84005, CYCLADES, ΣΕΡΙΦΟΣ",Greece,37.1450487,24.5147981
"71303, HERAKLION CRETE, ΗΡΑΚΛΕΙΟ",Greece,35.3418789,25.1316096
"26442, ACHAIA, ΠΑΤΡΑ",Greece,38.2597605,21.7426934
"18040, PIRAEUS, ΥΔΡΑ",Greece,37.3423016,23.4696021
"21051, ARGOLIDAS, ΕΡΜΙΟΝΗ",Greece,37.3855871,23.2478822
"19023, ATTIKI, ΜΑΡΚΟΠΟΥΛΟ",Greece,37.8960317,24.0067017
"10563, ATTIKI, ΠΛΑΤΕΙΑ ΣΥΝΤΑΓΜΑΤΟΣ",Greece,37.9755158,23.7349503
"14232, ATTIKI, ΝΕΑ ΙΩΝΙΑ",Greece,38.0321308,23.7518622
"14565, ATTIKI, ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ",Greece,38.1404062,23.860035
"15233, ATTIKI, ΧΑΛΑΝΔΡΙ",Greece,38.0238691,23.7995401
"17564, ATTIKI, ΠΑΛΑΙΟ ΦΑΛΗΡΟ",Greece,37.9366379,23.6994481
"20100, KORINTHOS, ΚΟΡΙΝΘΟΣ",Greece,37.9397622,22.9336692
"44004, IOANNINA, ΔΟΛΙΑΝΑ",Greece,39.901989,20.5793221
"20006, KORINTHOS, ΒΡΑΧΑΤΙ",Greece,37.944391,22.7992783
"14452, ATTIKI, ΜΕΤΑΜΟΡΦΩΣΗ",Greece,38.0632057,23.7632602
"41223, LARISSA, ΛΑΡΙΣΑ",Greece,39.635849,22.4215377
"30300, AITOLOAKARNANIAS, ΝΑΥΠΑΚΤΟΣ",Greece,38.3948326,21.8333671
"38221, VOLOS, ΒΟΛΟΣ",Greece,39.3625642,22.9509159
"18010, PIRAEUS, ΑΙΓΙΝΑ",Greece,37.7465135,23.427318
"26504, ACHAIA, ΠΑΤΡΑ",Greece,38.2597605,21.7426934
"10441, ATTIKI, ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ",Greece,37.9882187,23.7132655
"18345, ATTIKI, ΜΟΣΧΑΤΟ",Greece,37.9529074,23.6841398
"11474, ATTIKI, ΠΕΔΙΟ ΑΡΕΩΣ",Greece,37.9932357,23.7403251
"18540, PIRAEUS, ΠΕΙΡΑΙΑΣ",Greece,37.9504242,23.6520291
"23100, SPARTI, ΣΠΑΡΤΗ",Greece,37.0761135,22.4297824
"34001, EVOIA, ΚΑΡΥΣΤΟΣ",Greece,38.0460763,24.4519684
"32001, BOEOTIA, ΑΛΙΑΡΤΟΣ",Greece,38.3761398,23.0764494
"18534, PIRAEUS, ΠΕΙΡΑΙΑΣ",Greece,37.9412921,23.6522061
"64200, KAVALA GREECE, ΧΡΥΣΟΥΠΟΛΗ",Greece,40.9875972,24.6738466
"80100, PIRAEUS, ΚΥΘΗΡΑ",Greece,36.1495946,22.9869772
"70200, HERAKLION CRETE, ΤΥΜΠΑΚΙ",Greece,35.0721916,24.7694305
"34600, EVOIA, ΝΕΑ ΑΡΤΑΚΗ",Greece,38.5899974,23.5644414
"18546, PIRAEUS, ΠΕΙΡΑΙΑΣ",Greece,37.959322,23.6329441
"19013, ATTIKI, ΑΝΑΒΥΣΣΟΣ",Greece,37.7375619,23.9521915
"19010, ATTIKI, ΚΑΛΥΒΙΑ ΘΟΡΙΚΟΥ",Greece,37.8393059,23.9275534
"11143, ATTIKI, ΠΑΤΗΣΙΑ",Greece,38.0231229,23.7362391
"19005, ATTIKI, ΝΕΑ ΜΑΚΡΗ",Greece,38.0806032,23.9803205
"84700, CYCLADES, ΘΗΡΑ",Greece,36.4106263,25.4436646
"33200, FOKIDA, ΙΤΕΑ FOKIDA",Greece,38.4334754,22.4239321
"34100, EVOIA, ΧΑΛΚΙΔΑ",Greece,38.4656091,23.5975442
"49084, CORFU, ΚΑΣΤΕΛΛΑΝΟΙ ΜΕΣΗΣ",Greece,39.5635261,19.8671816
"64007, KAVALA GREECE, ΝΕΑ ΠΕΡΑΜΟΣ",Greece,40.839396,24.2820171
"12461, ATTIKI, ΧΑΪΔΑΡΙ",Greece,38.0087505,23.6635474
"11741, ATTIKI, ΚΟΥΚΑΚΙ",Greece,37.9666043,23.7289575
"37100, VOLOS, ΑΛΜΥΡΟΣ",Greece,39.2402541,22.7333238
"25100, ACHAIA, ΑΙΓΙΟ",Greece,38.2320439,22.0569846
"67132, XANTHI, ΞΑΝΘΗ",Greece,41.1429038,24.8894116
"65403, KAVALA GREECE, ΚΑΒΑΛΑ",Greece,40.937607,24.4048801
"85103, DODECANESE GREECE, ΑΦΑΝΤΟΥ",Greece,36.2642029,28.1576167
"63075, HALKIDIKI, ΙΕΡΙΣΣΟΣ",Greece,40.3979096,23.8776231
"36100, EVRYTANIA, ΚΑΡΠΕΝΗΣΙ",Greece,38.9149739,21.7943158
"57500, THESSALONIKI, ΕΠΑΝΟΜΗ",Greece,40.4283368,22.9269435
"82100, CHIOS, ΧΙΟΣ",Greece,38.3481591,26.1257716
"81100, LESVOS, ΜΥΤΙΛΗΝΗ",Greece,39.1093937,26.2789471
"38334, VOLOS, ΒΟΛΟΣ",Greece,39.3496451,22.9195377
"22001, ARKADIAS, ΑΣΤΡΟΣ",Greece,37.3926983,22.6795983
"56123, THESSALONIKI, ΑΜΠΕΛΟΚΗΠΟΙ",Greece,40.6534847,22.926197
"54627, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"54644, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"15124, ATTIKI, ΜΑΡΟΥΣΙ",Greece,38.0517659,23.8047568
"35100, FTHIOTIDA, ΛΑΜΙΑ",Greece,38.8797282,22.4403851
"68132, ALEXANDROUPOLI, ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ",Greece,40.8433642,25.87743
"32100, BOEOTIA, ΛΙΒΑΔΕΙΑ",Greece,38.438148,22.8790519
"57022, THESSALONIKI, ΒΙ.ΠΕ.Θ.",Greece,40.6877943,22.8092874
"45221, IOANNINA, ΙΩΑΝΝΙΝΑ",Greece,39.6555058,20.8537116
"18120, PIRAEUS, ΚΟΡΥΔΑΛΛΟΣ",Greece,37.975757,23.6529141
"41500, LARISSA, ΛΑΡΙΣΑ",Greece,39.5874854,22.4387429
"74132, RETHYMNO, ΡΕΘΥΜΝΟ",Greece,35.3654144,24.4740907
"18020, PIRAEUS, ΠΟΡΟΣ ΤΡΟΙΖΗΝΙΑΣ",Greece,37.5159723,23.3888466
"52100, KASTORIA, ΚΑΣΤΟΡΙΑ",Greece,40.5277153,21.2617866
"85302, DODECANESE GREECE, ΑΝΤΙΜΑΧΕΙΑ",Greece,36.8248711,27.0689334
"54250, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"64002, KAVALA GREECE, ΛΙΜΕΝΑΡΙΑ",Greece,40.6335121,24.6047592
"63074, HALKIDIKI, ΑΡΝΑΙΑ",Greece,40.4860303,23.5949672
"54640, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"15235, ATTIKI, ΒΡΙΛΗΣΣΙΑ - ΧΑΛΑΝΔΡΙ",Greece,38.0335251,23.8221692
"71414, HERAKLION CRETE, ΓΑΖΙ",Greece,35.3334163,25.0793708
"14564, ATTIKI, ΚΗΦΙΣΙΑ",Greece,38.0919849,23.8008017
"61100, KILKIS, KILKIS",Greece,40.9930093,22.8764656
"15341, ATTIKI, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ",Greece,38.0071928,23.8152049
"19016, ATTIKI, ΑΡΤΕΜΙΣ",Greece,37.990196,24.0203791
"12243, ATTIKI, ΑΙΓΑΛΕΩ",Greece,37.9977735,23.6730208
"14341, ATTIKI, ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ",Greece,38.0339883,23.7383533
"81102, LESVOS, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ ΛΕΣΒΟ",Greece,39.2125265,26.2410772
"14451, ATTIKI, ΜΕΤΑΜΟΡΦΩΣΗ",Greece,38.0565328,23.7591604
"35131, FTHIOTIDA, ΛΑΜΙΑ",Greece,38.899837,22.4440985
"31100, LEFKADA, ΛΕΥΚΑΔΑ",Greece,38.830389,20.7080002
"30100, AITOLOAKARNANIAS, ΑΓΡΙΝΙΟ",Greece,38.6682719,21.4188214
"53070, FLORINA, ΦΙΛΩΤΑΣ",Greece,40.6281574,21.7097763
"54633, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"35300, FTHIOTIDA, ΣΤΥΛΙΔΑ",Greece,38.8934236,22.6961686
"54630, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6397004,22.9399648
"49081, CORFU, ΚΑΡΟΥΣΑΔΕΣ",Greece,39.7811295,19.7449721
"34003, EVOIA, ΚΥΜΗ",Greece,38.611698,24.1141425
"73134, CHANIA, ΧΑΝΙΑ",Greece,35.5089098,24.0288078
"37002, VOLOS, ΣΚΙΑΘΟΣ",Greece,39.1556958,23.4585653
"17342, ATTIKI, ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ",Greece,37.92695,23.7361191
"13451, ATTIKI, ΚΑΜΑΤΕΡΟ",Greece,38.060745,23.7131544
"38222, VOLOS, ΒΟΛΟΣ",Greece,39.3571188,22.9623827
"19018, ATTIKI, ΜΑΓΟΥΛΑ",Greece,38.0792129,23.5265654
"24010, KALAMATA, ΛΟΓΓΑ",Greece,36.8828114,21.8747007
"30019, AITOLOAKARNANIAS, ΜΥΤΙΚΑΣ",Greece,38.6685281,20.9438144
"26332, ACHAIA, ΠΑΤΡΑ",Greece,38.2368697,21.7368824
"55134, THESSALONIKI, ΚΑΛΑΜΑΡΙΑ",Greece,40.583834,22.9663325
13541,Greece,37.955893,23.702098
"63085, HALKIDIKI, ΠΕΥΚΟΧΩΡΙ",Greece,39.9901652,23.6077956
"73400, CHANIA, ΚΙΣΣΑΜΟΣ",Greece,35.4759114,23.6645094
"67200, XANTHI, ΕΥΛΑΛΟ",Greece,40.9822676,24.7985314
"44100, IOANNINA, ΚΟΝΙΤΣΑ",Greece,40.0782953,20.7105711
"60150, PIERIA GREECE, ΠΑΡΑΛΙΑ PIERIA GREECE",Greece,40.249717,22.5583011
"56430, THESSALONIKI, ΣΤΑΥΡΟΥΠΟΛΗ",Greece,40.6622537,22.9318603
"55132, THESSALONIKI, ΚΑΛΑΜΑΡΙΑ",Greece,40.5753417,22.9556496
"83301, SAMOS GREECE, ΡΑΧΕΣ",Greece,37.5891706,26.0647009
"30027, AITOLOAKARNANIAS, ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ",Greece,38.6351855,21.4005562
"84401, CYCLADES, ΝΑΟΥΣΑ ΠΑΡΟΥ",Greece,37.1218039,25.2400781
"21200, ARGOLIDAS, ΑΡΓΟΣ",Greece,37.6297004,22.7007291
"28200, KEFALLINIA, ΛΗΞΟΥΡΙ",Greece,38.2120962,20.4219942
"27100, PYRGOS, ΠΥΡΓΟΣ PYRGOS",Greece,37.6943481,21.4080213
"84008, CYCLADES, ΑΜΟΡΓΟΣ",Greece,36.8441247,25.8641276
"18453, PIRAEUS, ΝΙΚΑΙΑ",Greece,37.9730329,23.6449407
"60100, PIERIA GREECE, ΚΑΤΕΡΙΝΗ",Greece,40.2510078,22.5527043
"45500, IOANNINA, ΙΩΑΝΝΙΝΑ",Greece,39.6012484,20.859834
"16673, ATTIKI, ΒΟΥΛΑ",Greece,37.8456724,23.7657617
"50100, KOZANI, ΚΟΖΑΝΗ",Greece,40.3045771,21.784219
"54638, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"11146, ATTIKI, ΓΑΛΑΤΣΙ",Greece,38.0182726,23.751964
"54454, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"54646, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"16341, ATTIKI, ΗΛΙΟΥΠΟΛΗ",Greece,37.9273963,23.7513191
"13122, ATTIKI, ΙΛΙΟΝ",Greece,38.0338109,23.7107452
"40300, LARISSA, ΦΑΡΣΑΛΑ",Greece,39.3120322,22.43282
"26221, ACHAIA, ΠΑΤΡΑ",Greece,38.2463037,21.7345058
"56533, THESSALONIKI, ΠΟΛΙΧΝΗ",Greece,40.6639903,22.9661579
"10445, ATTIKI, ΚΑΤΩ ΠΑΤΗΣΙΑ",Greece,38.0126098,23.7290084
"14561, ATTIKI, ΚΗΦΙΣΙΑ",Greece,38.0733937,23.8082583
"14234, ATTIKI, ΝΕΑ ΙΩΝΙΑ",Greece,38.0405221,23.7568408
"57007, THESSALONIKI, ΧΑΛΚΗΔΩΝΑ",Greece,40.7322537,22.6250631
"54629, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"16562, ATTIKI, ΓΛΥΦΑΔΑ",Greece,37.8937398,23.7632478
"10676, ATTIKI, ΕΥΑΓΓΕΛΙΣΜΟΣ",Greece,37.9761258,23.7471036
"15125, ATTIKI, ΜΑΡΟΥΣΙ",Greece,38.0419967,23.8114371
"35150, FTHIOTIDA, ΡΟΔΙΤΣΑ-Λ�",Greece,22.463487,38.888392
"59100, IMATHIA, ΒΕΡΟΙΑ",Greece,40.5184295,22.2175789
"54645, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",Greece,40.6266729,22.9497965
"38446, VOLOS, Ν. ΙΩΝΙΑ ΒΟΛΟΥ",Greece,39.3727626,22.9333437
"11471, ATTIKI, ΝΕΑΠΟΛΗ-ΕΞΑΡΧΕΙΑ",Greece,37.9867328,23.7458429
"23055, SPARTI, ΒΛΑΧΙΩΤΗΣ",Greece,36.8573874,22.7383844
12102,Greece,38.0133599,23.6932643
"17343, ATTIKI, ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ",Greece,37.9395193,23.7382912
"26334, ACHAIA, ΠΑΤΡΑ",Greece,38.2420327,21.7404357
"64004, KAVALA GREECE, ΘΑΣΟΣ",Greece,40.73789,24.7249697
"48200, PREVEZA, ΦΙΛΙΠΠΙΑΔΑ",Greece,39.1797714,20.8834658
"53071, FLORINA, ΜΕΛΙΤΗ",Greece,40.835,21.5847519
"21060, ARGOLIDAS, ΔΡΕΠΑΝΟ",Greece,37.5351799,22.9307632
"26335, ACHAIA, ΠΑΤΡΑ",Greece,38.2420327,21.7404357
"14121, ATTIKI, ΗΡΑΚΛΕΙΟ - ATTIKI",Greece,38.0429478,23.7682493
"58200, PELLA GREECE, ΕΔΕΣΣΑ",Greece,40.8038049,22.037449
"20200, KORINTHOS, ΚΙΑΤΟ",Greece,38.0139191,22.7346807
"16675, ATTIKI, ΓΛΥΦΑΔΑ",Greece,37.8659669,23.749736
"16672, ATTIKI, ΒΑΡΗ",Greece,37.8218448,23.8040284
"11744, ATTIKI, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ",Greece,37.9874758,23.7128101
"63088, HALKIDIKI, ΝΙΚΗΤΗ",Greece,40.2231874,23.6687585
"84003, CYCLADES, ΣΙΦΝΟΣ",Greece,36.968181,24.7141929
"20002, KORINTHOS, ΒΕΛΟ",Greece,37.972847,22.7426255
"82102, CHIOS, ΚΑΛΑΜΩΤΗ",Greece,38.2348224,26.0455093
"15451, ATTIKI, ΝΕΟ ΨΥΧΙΚΟ",Greece,38.0050795,23.7830851
"11523, ATTIKI, ΑΜΠΕΛΟΚΗΠΟΙ",Greece,37.9901994,23.7614706
"18757, PIRAEUS, ΚΕΡΑΤΣΙΝΙ",Greece,37.9709576,23.6270172
"10443, ATTIKI, ΣΕΠΟΛΙΑ",Greece,38.0060659,23.7167744
"59200, IMATHIA, ΝΑΟΥΣΑ",Greece,40.6424397,22.0598385
"15771, ATTIKI, ΖΩΓΡΑΦΟΣ",Greece,37.9773043,23.7621822
"16452, ATTIKI, ΑΡΓΥΡΟΥΠΟΛΗ",Greece,37.9081839,23.744045
Lavrio,Greece,37.7142551,24.0548015
Korinthos,Greece,37.9385413,22.9273768
Xanthi,Greece ,41.13805,24.8864089
Corinth,Greece ,37.9385413,22.9273768
Thessaloniki,Greece ,40.6403167,22.9352716
Patra,Greece ,38.246242,21.7350847
Alexandroupoli,Greece ,40.845666,25.8778814
Larisa,Greece ,39.6383092,22.4160706
Piraeus,Greece ,37.9431594,23.6470593
Athens,Greece ,37.9755648,23.7348324
Komotini,Greece ,41.1182,25.4035708
Ionian Islands,Greece ,37.7891385,20.7900896
Ioannina,Greece ,39.6639818,20.8522784
Creta,Greece ,35.3084952,24.4633423
Kapuvar,Hungary,47.5936871,17.0274744
Paty,Hungary,47.5154504,18.8271695
Komarom,Hungary,47.7417349,18.1218256
Budapest,Hungary,47.4978789,19.0402383
Kozani,Greece ,40.3007259,21.7883119
Nice,France,43.7009358,7.2683912
Levice,Slovakia,48.2163194,18.6000869
UVEGGYAR,Hungary,46.5777065,20.6870407
